Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1501724283,2017-08-03T01:38:03Z,BOE004,"46.461834,-88.623688",37000,434,265
1501724222,2017-08-03T01:37:02Z,BOE004,"46.471115,-88.448715",36975,434,265
1501724160,2017-08-03T01:36:00Z,BOE004,"46.480549,-88.266701",37000,436,265
1501724099,2017-08-03T01:34:59Z,BOE004,"46.488785,-88.09166",36975,436,270
1501724093,2017-08-03T01:34:53Z,BOE004,"46.488281,-88.072433",36975,436,275
1501724087,2017-08-03T01:34:47Z,BOE004,"46.486923,-88.055283",36975,437,279
1501724081,2017-08-03T01:34:41Z,BOE004,"46.484756,-88.03894",36975,437,283
1501724075,2017-08-03T01:34:35Z,BOE004,"46.481369,-88.020851",36975,438,288
1501724069,2017-08-03T01:34:29Z,BOE004,"46.476589,-88.001793",36975,440,293
1501724063,2017-08-03T01:34:23Z,BOE004,"46.472446,-87.988335",36975,442,296
1501724057,2017-08-03T01:34:17Z,BOE004,"46.466629,-87.972679",36975,443,301
1501724033,2017-08-03T01:33:53Z,BOE004,"46.43581,-87.915825",36975,449,311
1501723970,2017-08-03T01:32:50Z,BOE004,"46.349735,-87.773003",37000,448,311
1501723963,2017-08-03T01:32:43Z,BOE004,"46.341064,-87.758789",36975,449,311
1501723957,2017-08-03T01:32:37Z,BOE004,"46.333054,-87.745857",37000,450,311
1501723951,2017-08-03T01:32:31Z,BOE004,"46.324692,-87.732079",37000,449,308
1501723945,2017-08-03T01:32:25Z,BOE004,"46.317383,-87.718277",36975,447,303
1501723939,2017-08-03T01:32:19Z,BOE004,"46.310398,-87.702759",36975,446,299
1501723933,2017-08-03T01:32:13Z,BOE004,"46.304718,-87.687584",36975,445,295
1501723924,2017-08-03T01:32:04Z,BOE004,"46.297485,-87.662727",36975,444,288
1501723918,2017-08-03T01:31:58Z,BOE004,"46.293781,-87.645424",36975,444,283
1501723894,2017-08-03T01:31:34Z,BOE004,"46.288834,-87.574837",37000,443,265
1501723888,2017-08-03T01:31:28Z,BOE004,"46.290115,-87.55661",37000,443,261
1501723882,2017-08-03T01:31:22Z,BOE004,"46.292267,-87.5392",36975,442,256
1501723876,2017-08-03T01:31:16Z,BOE004,"46.295547,-87.52121",36975,443,252
1501723870,2017-08-03T01:31:10Z,BOE004,"46.300049,-87.50309",36975,443,246
1501723864,2017-08-03T01:31:04Z,BOE004,"46.304901,-87.487411",37000,444,242
1501723858,2017-08-03T01:30:58Z,BOE004,"46.310493,-87.472595",37000,445,237
1501723852,2017-08-03T01:30:52Z,BOE004,"46.318085,-87.455925",37000,446,233
1501723846,2017-08-03T01:30:46Z,BOE004,"46.32486,-87.443199",37000,446,229
1501723840,2017-08-03T01:30:40Z,BOE004,"46.333466,-87.429466",36975,449,225
1501723834,2017-08-03T01:30:34Z,BOE004,"46.342705,-87.416977",36975,450,219
1501723810,2017-08-03T01:30:10Z,BOE004,"46.415886,-87.365822",36975,469,189
1501723779,2017-08-03T01:29:39Z,BOE004,"46.44931,-87.361977",36975,477,177
1501723773,2017-08-03T01:29:33Z,BOE004,"46.462952,-87.363419",37000,480,172
1501723767,2017-08-03T01:29:27Z,BOE004,"46.475922,-87.366432",36975,483,167
1501723761,2017-08-03T01:29:21Z,BOE004,"46.489792,-87.371452",37000,487,161
1501723740,2017-08-03T01:29:00Z,BOE004,"46.533417,-87.401932",37000,498,144
1501723734,2017-08-03T01:28:54Z,BOE004,"46.544277,-87.413818",36975,501,139
1501723728,2017-08-03T01:28:48Z,BOE004,"46.553421,-87.425713",36975,504,134
1501723722,2017-08-03T01:28:42Z,BOE004,"46.563179,-87.440735",37000,507,128
1501723710,2017-08-03T01:28:30Z,BOE004,"46.5802,-87.475555",37000,513,119
1501723704,2017-08-03T01:28:24Z,BOE004,"46.586639,-87.493607",36975,515,114
1501723643,2017-08-03T01:27:23Z,BOE004,"46.620071,-87.700104",37000,525,101
1501723580,2017-08-03T01:26:20Z,BOE004,"46.650925,-87.919495",36975,527,101
1501723519,2017-08-03T01:25:19Z,BOE004,"46.679836,-88.127586",37000,525,101
1501723456,2017-08-03T01:24:16Z,BOE004,"46.709911,-88.348343",37000,526,101
1501723395,2017-08-03T01:23:15Z,BOE004,"46.738121,-88.557838",36975,528,100
1501723332,2017-08-03T01:22:12Z,BOE004,"46.767426,-88.778778",37000,526,100
1501723269,2017-08-03T01:21:09Z,BOE004,"46.796127,-88.998703",36975,525,100
1501723208,2017-08-03T01:20:08Z,BOE004,"46.823181,-89.20932",36975,528,100
1501723145,2017-08-03T01:19:05Z,BOE004,"46.851196,-89.430084",36975,524,100
1501723084,2017-08-03T01:18:04Z,BOE004,"46.877701,-89.643288",36975,526,100
1501723021,2017-08-03T01:17:01Z,BOE004,"46.904499,-89.862457",37000,525,99
1501722932,2017-08-03T01:15:32Z,BOE004,"46.942429,-90.179214",37000,525,99
1501722888,2017-08-03T01:14:48Z,BOE004,"46.9618,-90.343178",37000,527,99
1501722840,2017-08-03T01:14:00Z,BOE004,"46.979633,-90.495865",37000,527,99
1501722820,2017-08-03T01:13:40Z,BOE004,"46.988247,-90.571007",36975,528,99
1501722758,2017-08-03T01:12:38Z,BOE004,"47.012268,-90.78186",37000,527,99
1501722697,2017-08-03T01:11:37Z,BOE004,"47.036362,-90.997696",37000,527,99
1501722636,2017-08-03T01:10:36Z,BOE004,"47.06012,-91.213028",36975,527,99
1501722575,2017-08-03T01:09:35Z,BOE004,"47.083603,-91.430145",37000,526,98
1501722514,2017-08-03T01:08:34Z,BOE004,"47.106487,-91.646683",37000,527,98
1501722453,2017-08-03T01:07:33Z,BOE004,"47.12846,-91.858383",36975,525,98
1501722392,2017-08-03T01:06:32Z,BOE004,"47.150528,-92.074722",36975,524,98
1501722331,2017-08-03T01:05:31Z,BOE004,"47.171707,-92.286003",37000,523,98
1501722270,2017-08-03T01:04:30Z,BOE004,"47.192871,-92.501106",36975,526,98
1501722208,2017-08-03T01:03:28Z,BOE004,"47.213978,-92.72081",36975,529,97
1501722116,2017-08-03T01:01:56Z,BOE004,"47.244736,-93.048431",36975,531,97
1501722110,2017-08-03T01:01:50Z,BOE004,"47.24675,-93.07061",36975,531,97
1501722047,2017-08-03T01:00:47Z,BOE004,"47.267212,-93.295418",36975,530,97
1501721984,2017-08-03T00:59:44Z,BOE004,"47.287079,-93.518303",37000,531,97
1501721921,2017-08-03T00:58:41Z,BOE004,"47.306763,-93.745033",37000,530,97
1501721860,2017-08-03T00:57:40Z,BOE004,"47.32505,-93.960571",37000,530,96
1501721797,2017-08-03T00:56:37Z,BOE004,"47.343811,-94.186211",37000,528,96
1501721734,2017-08-03T00:55:34Z,BOE004,"47.362152,-94.413261",36975,528,96
1501721671,2017-08-03T00:54:31Z,BOE004,"47.379959,-94.639458",36975,526,96
1501721610,2017-08-03T00:53:30Z,BOE004,"47.396603,-94.855324",36975,523,96
1501721549,2017-08-03T00:52:29Z,BOE004,"47.412663,-95.068855",37000,522,96
1501721488,2017-08-03T00:51:28Z,BOE004,"47.428352,-95.283012",37000,523,96
1501721425,2017-08-03T00:50:25Z,BOE004,"47.444366,-95.508591",37000,526,95
1501721364,2017-08-03T00:49:24Z,BOE004,"47.4594,-95.72641",36975,526,95
1501721302,2017-08-03T00:48:22Z,BOE004,"47.47435,-95.949028",36975,526,95
1501721238,2017-08-03T00:47:18Z,BOE004,"47.489101,-96.175095",37000,523,95
1501721175,2017-08-03T00:46:15Z,BOE004,"47.503391,-96.400169",37000,520,95
1501721114,2017-08-03T00:45:14Z,BOE004,"47.516521,-96.613556",37000,520,94
1501721051,2017-08-03T00:44:11Z,BOE004,"47.529835,-96.838356",36975,518,94
1501720990,2017-08-03T00:43:10Z,BOE004,"47.542099,-97.051437",37000,518,94
1501720929,2017-08-03T00:42:09Z,BOE004,"47.553772,-97.264778",37000,519,94
1501720867,2017-08-03T00:41:07Z,BOE004,"47.566006,-97.49176",36975,524,94
1501720805,2017-08-03T00:40:05Z,BOE004,"47.577316,-97.708244",37000,523,94
1501720742,2017-08-03T00:39:02Z,BOE004,"47.588535,-97.934456",37000,526,94
1501720681,2017-08-03T00:38:01Z,BOE004,"47.598816,-98.151169",36850,524,93
1501720618,2017-08-03T00:36:58Z,BOE004,"47.609161,-98.377777",36175,520,93
1501720555,2017-08-03T00:35:55Z,BOE004,"47.618797,-98.602509",35375,516,93
1501720494,2017-08-03T00:34:54Z,BOE004,"47.627655,-98.81337",35000,512,93
1501720433,2017-08-03T00:33:53Z,BOE004,"47.636395,-99.029564",34975,512,93
1501720370,2017-08-03T00:32:50Z,BOE004,"47.644821,-99.248909",34975,515,93
1501720307,2017-08-03T00:31:47Z,BOE004,"47.653061,-99.474678",35000,519,92
1501720244,2017-08-03T00:30:44Z,BOE004,"47.660751,-99.700653",34975,527,92
1501720179,2017-08-03T00:29:39Z,BOE004,"47.668003,-99.928894",35000,525,92
1501720118,2017-08-03T00:28:38Z,BOE004,"47.67466,-100.146507",34975,530,92
1501720055,2017-08-03T00:27:35Z,BOE004,"47.681213,-100.377686",35000,530,92
1501719994,2017-08-03T00:26:34Z,BOE004,"47.686844,-100.596588",34975,530,92
1501719931,2017-08-03T00:25:31Z,BOE004,"47.692535,-100.827377",34975,529,91
1501719870,2017-08-03T00:24:30Z,BOE004,"47.697422,-101.04689",34975,531,91
1501719807,2017-08-03T00:23:27Z,BOE004,"47.702225,-101.277672",35000,533,91
1501719746,2017-08-03T00:22:26Z,BOE004,"47.706299,-101.499321",35000,532,91
1501719685,2017-08-03T00:21:25Z,BOE004,"47.7099,-101.719597",35000,531,91
1501719622,2017-08-03T00:20:22Z,BOE004,"47.713257,-101.94928",35000,530,91
1501719559,2017-08-03T00:19:19Z,BOE004,"47.716049,-102.181503",35000,531,90
1501719495,2017-08-03T00:18:15Z,BOE004,"47.718605,-102.411591",34975,532,90
1501719432,2017-08-03T00:17:12Z,BOE004,"47.720558,-102.643997",35000,537,90
1501719371,2017-08-03T00:16:11Z,BOE004,"47.721909,-102.866821",34975,538,90
1501719283,2017-08-03T00:14:43Z,BOE004,"47.723259,-103.192535",35000,543,90
1501719229,2017-08-03T00:13:49Z,BOE004,"47.723679,-103.392471",35000,542,90
1501719168,2017-08-03T00:12:48Z,BOE004,"47.723648,-103.617554",35000,541,89
1501719105,2017-08-03T00:11:45Z,BOE004,"47.723145,-103.853622",35000,543,89
1501719044,2017-08-03T00:10:44Z,BOE004,"47.722328,-104.077995",34975,545,89
1501718981,2017-08-03T00:09:41Z,BOE004,"47.720856,-104.314156",35000,541,89
1501718920,2017-08-03T00:08:40Z,BOE004,"47.718975,-104.539841",35000,544,89
1501718857,2017-08-03T00:07:37Z,BOE004,"47.716602,-104.776474",34975,545,89
1501718794,2017-08-03T00:06:34Z,BOE004,"47.713669,-105.015221",35000,547,88
1501718733,2017-08-03T00:05:33Z,BOE004,"47.710552,-105.243034",35000,556,88
1501718669,2017-08-03T00:04:29Z,BOE004,"47.706436,-105.487083",34975,562,88
1501718608,2017-08-03T00:03:28Z,BOE004,"47.702217,-105.720451",34975,566,88
1501718547,2017-08-03T00:02:27Z,BOE004,"47.697517,-105.955528",34975,563,88
1501718484,2017-08-03T00:01:24Z,BOE004,"47.69207,-106.197227",34975,554,87
1501718423,2017-08-03T00:00:23Z,BOE004,"47.686386,-106.426689",35000,552,87
1501718360,2017-08-02T23:59:20Z,BOE004,"47.680069,-106.665985",35000,553,87
1501718297,2017-08-02T23:58:17Z,BOE004,"47.673157,-106.90638",34975,553,87
1501718235,2017-08-02T23:57:15Z,BOE004,"47.666046,-107.137054",35000,553,87
1501718172,2017-08-02T23:56:12Z,BOE004,"47.658188,-107.377556",34975,552,87
1501718111,2017-08-02T23:55:11Z,BOE004,"47.650173,-107.60601",34975,550,86
1501718050,2017-08-02T23:54:10Z,BOE004,"47.641754,-107.83548",35000,549,86
1501717987,2017-08-02T23:53:07Z,BOE004,"47.632507,-108.072853",35000,546,86
1501717923,2017-08-02T23:52:03Z,BOE004,"47.622849,-108.308304",34975,545,86
1501717860,2017-08-02T23:51:00Z,BOE004,"47.612465,-108.548798",35000,543,86
1501717799,2017-08-02T23:49:59Z,BOE004,"47.602505,-108.769928",35000,542,86
1501717738,2017-08-02T23:48:58Z,BOE004,"47.591995,-108.993919",35000,542,85
1501717677,2017-08-02T23:47:57Z,BOE004,"47.581009,-109.217972",34975,541,85
1501717611,2017-08-02T23:46:51Z,BOE004,"47.56852,-109.462563",35000,539,85
1501717550,2017-08-02T23:45:50Z,BOE004,"47.556648,-109.685806",35000,537,85
1501717489,2017-08-02T23:44:49Z,BOE004,"47.544388,-109.907913",34975,534,85
1501717428,2017-08-02T23:43:48Z,BOE004,"47.531754,-110.129082",34975,535,85
1501717367,2017-08-02T23:42:47Z,BOE004,"47.518707,-110.350456",34975,536,84
1501717306,2017-08-02T23:41:46Z,BOE004,"47.505249,-110.571281",34975,534,84
1501717245,2017-08-02T23:40:45Z,BOE004,"47.491104,-110.795502",34975,534,84
1501717182,2017-08-02T23:39:42Z,BOE004,"47.476208,-111.02565",35000,532,84
1501717120,2017-08-02T23:38:40Z,BOE004,"47.461533,-111.245499",35000,529,84
1501717059,2017-08-02T23:37:39Z,BOE004,"47.451393,-111.46376",34975,535,90
1501716998,2017-08-02T23:36:38Z,BOE004,"47.455166,-111.685181",35000,536,91
1501716935,2017-08-02T23:35:35Z,BOE004,"47.459015,-111.919167",35000,536,91
1501716871,2017-08-02T23:34:31Z,BOE004,"47.462448,-112.152626",35000,534,91
1501716810,2017-08-02T23:33:30Z,BOE004,"47.46524,-112.372284",35000,534,90
1501716747,2017-08-02T23:32:27Z,BOE004,"47.467758,-112.603409",35000,533,90
1501716683,2017-08-02T23:31:23Z,BOE004,"47.469734,-112.834518",35000,532,90
1501716622,2017-08-02T23:30:22Z,BOE004,"47.471226,-113.053757",35000,530,90
1501716561,2017-08-02T23:29:21Z,BOE004,"47.472244,-113.276939",34975,531,90
1501716499,2017-08-02T23:28:19Z,BOE004,"47.472931,-113.50264",35000,528,90
1501716437,2017-08-02T23:27:17Z,BOE004,"47.473133,-113.720467",34975,526,90
1501716368,2017-08-02T23:26:08Z,BOE004,"47.472794,-113.970177",35000,525,89
1501716307,2017-08-02T23:25:07Z,BOE004,"47.472111,-114.188095",35000,526,89
1501716246,2017-08-02T23:24:06Z,BOE004,"47.471085,-114.405708",35000,525,89
1501716183,2017-08-02T23:23:03Z,BOE004,"47.469456,-114.632545",35000,523,89
1501716122,2017-08-02T23:22:02Z,BOE004,"47.467575,-114.846954",35000,524,89
1501716061,2017-08-02T23:21:01Z,BOE004,"47.465176,-115.06369",35000,524,89
1501715998,2017-08-02T23:19:58Z,BOE004,"47.462357,-115.290596",35000,525,88
1501715937,2017-08-02T23:18:57Z,BOE004,"47.459122,-115.510674",35000,523,88
1501715876,2017-08-02T23:17:56Z,BOE004,"47.459473,-115.725723",34975,524,92
1501715813,2017-08-02T23:16:53Z,BOE004,"47.466618,-115.952316",34975,524,92
1501715752,2017-08-02T23:15:52Z,BOE004,"47.472946,-116.16774",34975,524,92
1501715664,2017-08-02T23:14:24Z,BOE004,"47.481606,-116.484657",35000,524,92
1501715643,2017-08-02T23:14:03Z,BOE004,"47.483467,-116.557335",34975,523,92
1501715582,2017-08-02T23:13:02Z,BOE004,"47.488724,-116.774368",35000,523,91
1501715519,2017-08-02T23:11:59Z,BOE004,"47.493713,-116.999931",35000,521,91
1501715456,2017-08-02T23:10:56Z,BOE004,"47.498272,-117.224754",34975,521,91
1501715395,2017-08-02T23:09:55Z,BOE004,"47.502277,-117.43927",34975,520,91
1501715332,2017-08-02T23:08:52Z,BOE004,"47.505981,-117.664536",35000,520,91
1501715268,2017-08-02T23:07:48Z,BOE004,"47.509212,-117.888863",35000,520,91
1501715205,2017-08-02T23:06:45Z,BOE004,"47.512005,-118.114929",35000,520,90
1501715143,2017-08-02T23:05:43Z,BOE004,"47.514404,-118.338409",34975,519,90
1501715076,2017-08-02T23:04:36Z,BOE004,"47.516373,-118.568573",34975,519,90
1501715013,2017-08-02T23:03:33Z,BOE004,"47.517918,-118.795517",34975,519,90
1501714950,2017-08-02T23:02:30Z,BOE004,"47.51894,-119.016228",34975,514,90
1501714889,2017-08-02T23:01:29Z,BOE004,"47.519485,-119.225418",34950,499,90
1501714827,2017-08-02T23:00:27Z,BOE004,"47.519688,-119.442162",34250,493,90
1501714765,2017-08-02T22:59:25Z,BOE004,"47.519501,-119.640976",33675,486,89
1501714702,2017-08-02T22:58:22Z,BOE004,"47.519028,-119.849922",32925,479,89
1501714639,2017-08-02T22:57:19Z,BOE004,"47.518059,-120.055351",32125,471,89
1501714578,2017-08-02T22:56:18Z,BOE004,"47.516846,-120.24881",31225,465,89
1501714515,2017-08-02T22:55:15Z,BOE004,"47.515358,-120.445793",30250,457,89
1501714447,2017-08-02T22:54:07Z,BOE004,"47.513306,-120.657692",29075,447,88
1501714386,2017-08-02T22:53:06Z,BOE004,"47.511028,-120.851158",27725,440,89
1501714321,2017-08-02T22:52:01Z,BOE004,"47.508636,-121.038231",26300,430,89
1501714256,2017-08-02T22:50:56Z,BOE004,"47.505627,-121.234062",24575,421,89
1501714193,2017-08-02T22:49:53Z,BOE004,"47.50293,-121.403999",23050,411,88
1501714128,2017-08-02T22:48:48Z,BOE004,"47.499664,-121.582397",21350,398,88
1501714063,2017-08-02T22:47:43Z,BOE004,"47.496323,-121.756462",19400,384,88
1501714043,2017-08-02T22:47:23Z,BOE004,"47.49559,-121.80954",18775,380,92
1501714033,2017-08-02T22:47:13Z,BOE004,"47.497467,-121.834259",18475,380,102
1501714027,2017-08-02T22:47:07Z,BOE004,"47.499481,-121.846893",18300,380,106
1501714017,2017-08-02T22:46:57Z,BOE004,"47.505432,-121.871201",18000,379,115
1501713993,2017-08-02T22:46:33Z,BOE004,"47.529648,-121.927162",17175,374,125
1501713958,2017-08-02T22:45:58Z,BOE004,"47.563934,-121.998093",16000,363,125
1501713923,2017-08-02T22:45:23Z,BOE004,"47.601433,-122.075569",14650,362,125
1501713888,2017-08-02T22:44:48Z,BOE004,"47.634762,-122.14473",13475,352,125
1501713853,2017-08-02T22:44:13Z,BOE004,"47.664742,-122.206985",12275,345,125
1501713839,2017-08-02T22:43:59Z,BOE004,"47.678513,-122.235603",11700,341,125
1501713823,2017-08-02T22:43:43Z,BOE004,"47.694168,-122.268082",11075,334,125
1501713808,2017-08-02T22:43:28Z,BOE004,"47.705612,-122.29184",10675,327,125
1501713793,2017-08-02T22:43:13Z,BOE004,"47.717834,-122.317863",10425,312,124
1501713778,2017-08-02T22:42:58Z,BOE004,"47.731594,-122.347061",10000,296,124
1501713768,2017-08-02T22:42:48Z,BOE004,"47.738434,-122.362015",9600,295,112
1501713743,2017-08-02T22:42:23Z,BOE004,"47.74498,-122.410286",8925,293,80
1501713733,2017-08-02T22:42:13Z,BOE004,"47.741695,-122.429031",8875,289,64
1501713723,2017-08-02T22:42:03Z,BOE004,"47.735687,-122.44664",8750,286,58
1501713708,2017-08-02T22:41:48Z,BOE004,"47.724838,-122.47126",8400,287,52
1501713698,2017-08-02T22:41:38Z,BOE004,"47.716232,-122.48568",8000,285,37
1501713678,2017-08-02T22:41:18Z,BOE004,"47.692017,-122.498863",7250,279,357
1501713672,2017-08-02T22:41:12Z,BOE004,"47.684601,-122.497696",7000,278,347
1501713666,2017-08-02T22:41:06Z,BOE004,"47.677078,-122.494392",6750,277,336
1501713660,2017-08-02T22:41:00Z,BOE004,"47.670227,-122.488907",6475,277,323
1501713654,2017-08-02T22:40:54Z,BOE004,"47.664509,-122.481499",6225,278,311
1501713648,2017-08-02T22:40:48Z,BOE004,"47.659946,-122.472343",6000,277,299
1501713642,2017-08-02T22:40:42Z,BOE004,"47.656551,-122.462135",5750,276,290
1501713636,2017-08-02T22:40:36Z,BOE004,"47.654037,-122.4515",5475,274,288
1501713630,2017-08-02T22:40:30Z,BOE004,"47.651615,-122.440796",5200,273,290
1501713624,2017-08-02T22:40:24Z,BOE004,"47.64859,-122.430092",4900,272,299
1501713618,2017-08-02T22:40:18Z,BOE004,"47.644684,-122.420792",4650,269,310
1501713612,2017-08-02T22:40:12Z,BOE004,"47.639511,-122.412628",4400,266,320
1501713606,2017-08-02T22:40:06Z,BOE004,"47.633831,-122.406143",4150,265,325
1501713600,2017-08-02T22:40:00Z,BOE004,"47.627735,-122.400093",3875,264,326
1501713594,2017-08-02T22:39:54Z,BOE004,"47.621567,-122.394012",3600,261,326
1501713588,2017-08-02T22:39:48Z,BOE004,"47.615524,-122.388039",3350,260,326
1501713582,2017-08-02T22:39:42Z,BOE004,"47.609711,-122.382339",3150,256,326
1501713575,2017-08-02T22:39:35Z,BOE004,"47.603439,-122.376091",2950,251,325
1501713569,2017-08-02T22:39:29Z,BOE004,"47.598083,-122.370735",2775,246,325
1501713563,2017-08-02T22:39:23Z,BOE004,"47.592075,-122.364525",2625,238,324
1501713557,2017-08-02T22:39:17Z,BOE004,"47.58696,-122.3592",2500,231,325
1501713551,2017-08-02T22:39:11Z,BOE004,"47.581696,-122.353752",2350,226,324
1501713545,2017-08-02T22:39:05Z,BOE004,"47.576706,-122.348557",2225,217,324
1501713539,2017-08-02T22:38:59Z,BOE004,"47.57164,-122.343185",2100,209,324
1501713533,2017-08-02T22:38:53Z,BOE004,"47.566982,-122.338257",1950,202,324
1501713527,2017-08-02T22:38:47Z,BOE004,"47.562515,-122.333519",1825,195,324
1501713521,2017-08-02T22:38:41Z,BOE004,"47.55809,-122.328888",1675,187,324
1501713515,2017-08-02T22:38:35Z,BOE004,"47.553902,-122.324455",1475,180,324
1501713507,2017-08-02T22:38:27Z,BOE004,"47.547775,-122.318207",1100,172,326
1501713500,2017-08-02T22:38:20Z,BOE004,"47.543892,-122.314384",825,170,327
1501713491,2017-08-02T22:38:11Z,BOE004,"47.537979,-122.309006",400,167,330
1501713485,2017-08-02T22:38:05Z,BOE004,"47.533813,-122.305573",125,169,331
1501713479,2017-08-02T22:37:59Z,BOE004,"47.529099,-122.301659",0,155,330
1501713470,2017-08-02T22:37:50Z,BOE004,"47.523834,-122.297195",0,100,330
1501713464,2017-08-02T22:37:44Z,BOE004,"47.520699,-122.294579",0,84,312
1501713458,2017-08-02T22:37:38Z,BOE004,"47.519577,-122.29364",0,70,312
1501713452,2017-08-02T22:37:32Z,BOE004,"47.518158,-122.292419",0,33,312
1501713446,2017-08-02T22:37:26Z,BOE004,"47.517544,-122.291901",0,28,312
1501713437,2017-08-02T22:37:17Z,BOE004,"47.517242,-122.291634",0,17,326
1501713428,2017-08-02T22:37:08Z,BOE004,"47.517025,-122.291496",0,20,14
1501713422,2017-08-02T22:37:02Z,BOE004,"47.516811,-122.291672",0,24,50
1501713416,2017-08-02T22:36:56Z,BOE004,"47.516708,-122.292038",0,26,70
1501713407,2017-08-02T22:36:47Z,BOE004,"47.516762,-122.292732",0,26,112
1501713401,2017-08-02T22:36:41Z,BOE004,"47.516953,-122.293045",0,26,132
1501713395,2017-08-02T22:36:35Z,BOE004,"47.517231,-122.293289",0,21,132
1501713105,2017-08-02T22:31:45Z,BOE004,"47.517532,-122.293533",0,18,132
1501713099,2017-08-02T22:31:39Z,BOE004,"47.517799,-122.293762",0,29,132
1501713093,2017-08-02T22:31:33Z,BOE004,"47.518265,-122.294151",0,16,132
1501713087,2017-08-02T22:31:27Z,BOE004,"47.51857,-122.294418",0,19,132
1501713079,2017-08-02T22:31:19Z,BOE004,"47.519302,-122.295052",0,22,132
1501713072,2017-08-02T22:31:12Z,BOE004,"47.519783,-122.295441",0,22,132
1501713063,2017-08-02T22:31:03Z,BOE004,"47.520653,-122.296181",0,22,132
1501713057,2017-08-02T22:30:57Z,BOE004,"47.521133,-122.296577",0,22,135
1501713048,2017-08-02T22:30:48Z,BOE004,"47.521969,-122.297249",0,22,137
1501713036,2017-08-02T22:30:36Z,BOE004,"47.523132,-122.298149",0,22,132
1501713027,2017-08-02T22:30:27Z,BOE004,"47.523869,-122.298775",0,22,132
1501713021,2017-08-02T22:30:21Z,BOE004,"47.524483,-122.299294",0,23,132
1501713015,2017-08-02T22:30:15Z,BOE004,"47.525013,-122.299751",0,22,135
1501713009,2017-08-02T22:30:09Z,BOE004,"47.525631,-122.30027",0,23,132
1501713000,2017-08-02T22:30:00Z,BOE004,"47.526367,-122.30088",0,21,132
1501712994,2017-08-02T22:29:54Z,BOE004,"47.526958,-122.301407",0,20,132
1501712985,2017-08-02T22:29:45Z,BOE004,"47.527691,-122.302017",0,19,132
1501712979,2017-08-02T22:29:39Z,BOE004,"47.528275,-122.302513",0,19,132
1501712972,2017-08-02T22:29:32Z,BOE004,"47.528606,-122.302795",0,19,132
1501712966,2017-08-02T22:29:26Z,BOE004,"47.529156,-122.303253",0,18,132
1501712957,2017-08-02T22:29:17Z,BOE004,"47.529854,-122.303841",0,19,132
1501712951,2017-08-02T22:29:11Z,BOE004,"47.530266,-122.304199",0,19,132
1501712945,2017-08-02T22:29:05Z,BOE004,"47.530685,-122.304558",0,19,135
1501712939,2017-08-02T22:28:59Z,BOE004,"47.53117,-122.304955",0,19,132
1501712933,2017-08-02T22:28:53Z,BOE004,"47.531593,-122.305336",0,19,132
1501712927,2017-08-02T22:28:47Z,BOE004,"47.532219,-122.305847",0,19,132
1501712921,2017-08-02T22:28:41Z,BOE004,"47.5326,-122.306175",0,19,132
1501712912,2017-08-02T22:28:32Z,BOE004,"47.533344,-122.306793",0,20,132
1501712906,2017-08-02T22:28:26Z,BOE004,"47.533756,-122.307152",0,20,135
1501712900,2017-08-02T22:28:20Z,BOE004,"47.53426,-122.307564",0,20,132
1501712894,2017-08-02T22:28:14Z,BOE004,"47.534763,-122.307991",0,20,132
1501712888,2017-08-02T22:28:08Z,BOE004,"47.53521,-122.308388",0,20,132
1501712882,2017-08-02T22:28:02Z,BOE004,"47.535736,-122.308838",0,20,132
