Name{string},Location{string},Type{string},Latitude{decimal},Longitude{decimal},Elevation (m){decimal},SHPLATRAD{decimal},SHPLONRAD{decimal},Point_Features{point}
Unnamed,Kuril Is,Submarine volcano,46.47,151.28,-502,0.811054503401765,2.64033409241702,POINT(151.28 46.47)
Unnamed,Kuril Is,Submarine volcano,48.08,153.33,-150,0.839154304358874,2.67611334208291,POINT(153.33 48.08)
Unnamed,Kamchatka,Cinder cone,51.6,156.55,298,0.900589894029074,2.73231294399712,POINT(156.55 51.6)
Unnamed,Kamchatka,Cinder cone,52.57,157.02,610,0.917519587773419,2.7405159914815,POINT(157.02 52.57)
Unnamed,Kamchatka,Shield volcanoes,52.92,158.52,450,0.923628240155399,2.76669593026141,POINT(158.52 52.92)
Unnamed,Kamchatka,Shield volcanoes,52.88,158.3,700,0.922930108454602,2.76285620590702,POINT(158.3 52.88)
Unnamed,Kamchatka,Shield volcano,56.82,158.95,1185,0.991696080983178,2.77420084604499,POINT(158.95 56.82)
Unnamed,China-W,Volcanic field,35.85,91.7,5400,0.625700536839967,1.6004669240788,POINT(91.7 35.85)
Unnamed,Alaska Peninsula,Lava dome,57.87,-155.42,300,1.01002203812912,-2.71259072344959,POINT(-155.42 57.87)
Unnamed,Pacific-NE,Submarine volcano ?,31.75,-124.25,-2533,0.5541420375082,-2.16857159560295,POINT(-124.25 31.75)
Unnamed,Hawaiian Is,Submarine volcano ?,21.75,-158.75,-3000,0.379609112308767,-2.770710187541,POINT(-158.75 21.75)
Unnamed,Hawaiian Is,Submarine volcano,23.58,-163.83,-4000,0.411548637620263,-2.85937291354231,POINT(-163.83 23.58)
Unnamed,Pacific-E,Submarine volcano,9.83,-104.3,-2500,0.171565865471043,-1.82037840983009,POINT(-104.3 9.83)
Unnamed,Pacific-E,Submarine volcano,-8.27,-107.95,-2800,-0.144338729139931,-1.88408292752788,POINT(-107.95 -8.27)
Unnamed,Pacific-S,Submarine volcano,-53.9,-140.3,-1000,-0.940732466824944,-2.44869694054805,POINT(-140.3 -53.9)
Unnamed,Chile-Is,Submarine volcano,-33.62,-76.83,-642,-0.586779694520494,-1.34093646430724,POINT(-76.83 -33.62)
Unnamed,Arctic Ocean,Submarine volcano,88.27,-65.6,-1500,1.5406021307354,-1.14493598930828,POINT(-65.6 88.27)
Unnamed,Arctic Ocean,Submarine volcano,85.58,85,-3800,1.49365277385675,1.48352986419518,POINT(85 85.58)
Unnamed,Atlantic-N,Submarine volcano,49,-34.5,-1650,0.855211333477221,-0.602138591938044,POINT(-34.5 49)
Unnamed,Atlantic-N,Submarine volcano,39.95,-25.83,-2835,0.697259036171735,-0.450818545790135,POINT(-25.83 39.95)
Unnamed,Atlantic-N,Submarine volcano,38.75,-38.08,-4200,0.676315085147803,-0.664621379159441,POINT(-38.08 38.75)
Unnamed,Atlantic-C,Submarine volcano ?,7,-21.83,-1415,0.122173047639603,-0.381005375710362,POINT(-21.83 7)
Unnamed,Atlantic-C,Submarine volcano,4.2,-21.45,-2900,0.073303828583762,-0.374373124552784,POINT(-21.45 4.2)
Unnamed,Atlantic-C,Submarine volcano,-0.72,-20.53,-1528,-0.012566370614359,-0.358316095434436,POINT(-20.53 -0.72)
Unnamed,Atlantic-C,Submarine volcano,-3.5,-24.5,-5300,-0.061086523819802,-0.427605666738611,POINT(-24.5 -3.5)
Unnamed,Antarctica,Scoria cones,-73.45,164.58,2987,-1.28194433558984,2.87246288293227,POINT(164.58 -73.45)
Unnamed,Antarctica,Submarine volcano,-76.83,163,-500,-1.34093646430724,2.84488668075076,POINT(163 -76.83)
Unzen,Kyushu-Japan,Complex volcano,32.76,130.29,1500,0.571769862953342,2.27398948242341,POINT(130.29 32.76)
Upolu,Samoa-SW Pacific,Shield volcano,-13.94,-171.72,1100,-0.243298897728009,-2.99707939152466,POINT(-171.72 -13.94)
Urataman,Kuril Is,Somma volcano,47.12,152.25,678,0.822399143539728,2.65726378616137,POINT(152.25 47.12)
Ushishur,Kuril Is,Caldera,47.52,152.8,401,0.829380460547706,2.66686309704734,POINT(152.8 47.52)
Ushkovsky,Kamchatka,Compound volcano,56.07,160.47,3943,0.97860611159322,2.8007298506753,POINT(160.47 56.07)
Usu,Hokkaido-Japan,Stratovolcano,42.54,140.84,737,0.742463063798388,2.45812171850881,POINT(140.84 42.54)
Usulután,El Salvador,Stratovolcano,13.42,-88.47,1449,0.234223185617639,-1.54409278923938,POINT(-88.47 13.42)
Utila Island,Honduras,Pyroclastic cones,16.1,-86.9,74,0.280998009571087,-1.51669111998307,POINT(-86.9 16.1)
"'Uwayrid, Harrat",Arabia-W,Volcanic field,27.08,37.25,1920,0.472635161440064,0.650135146367888,POINT(37.25 27.08)
Uzon,Kamchatka,Calderas,54.5,159.97,1617,0.95120444233691,2.79200320441533,POINT(159.97 54.5)
Vailulu'u,Samoa-SW Pacific,Submarine volcano,-14.22,-169.06,-592,-0.248185819633594,-2.95065363342161,POINT(-169.06 -14.22)
Vakak Group,Afghanistan,Volcanic field,34.25,67.97,3190,0.597775268808058,1.18630029258055,POINT(67.97 34.25)
"Valle, El",Panamá,Stratovolcano,8.58,-80.17,1185,0.149749249821114,-1.39923046132385,POINT(-80.17 8.58)
Vatnafjöll,Iceland-S,Fissure vents,63.92,-19.67,1235,1.11561445787478,-0.343306263867285,POINT(-19.67 63.92)
Veer,Kamchatka,Cinder cones,53.75,158.45,520,0.938114472946952,2.76547419978501,POINT(158.45 53.75)
Veniaminof,Alaska Peninsula,Stratovolcano,56.17,-159.38,2507,0.980351440845215,-2.78170576182856,POINT(-159.38 56.17)
Verkhovoy,Kamchatka,Shield volcano,56.52,159.53,1400,0.986460093227195,2.78432375570655,POINT(159.53 56.52)
Vernadskii Ridge,Kuril Is,Cinder cones,50.55,155.97,1183,0.882263936883133,2.72219003433556,POINT(155.97 50.55)
Vestmannaeyjar,Iceland-S,Submarine volcanoes,63.43,-20.28,279,1.10706234454,-0.35395277230445,POINT(-20.28 63.43)
Vesuvius,Italy,Somma volcano,40.82,14.43,1281,0.712443400664085,0.251851011062782,POINT(14.43 40.82)
Victory,New Guinea,Stratovolcano,-9.2,149.07,1925,-0.160570291183478,2.60176231594795,POINT(149.07 -9.2)
Viedma,Argentina,Subglacial volcano,-49.36,-73.28,1500,-0.861494518784401,-1.27897727586145,POINT(-73.28 -49.36)
Villarrica,Chile-C,Stratovolcano,-39.42,-71.93,2847,-0.688008791136165,-1.25541533095952,POINT(-71.93 -39.42)
Vilyuchik,Kamchatka,Stratovolcano,52.7,158.28,2173,0.919788515801012,2.76250714005662,POINT(158.28 52.7)
Visoke,Africa-C,Stratovolcano,-1.47,29.49,3711,-0.025656340004317,0.514697596413128,POINT(29.49 -1.47)
Visokiy,Kamchatka,Stratovolcano,52.43,157.93,1234,0.915076126820627,2.75639848767464,POINT(157.93 52.43)
Vitim Plateau,Russia-SE,Cinder cones,53.7,113.3,1250,0.937241808320955,1.97745804250958,POINT(113.3 53.7)
Volcano W,Kermadec Is,Submarine volcanoes,-31.85,-179.18,-900,-0.555887366760194,-3.12728095372344,POINT(-179.18 -31.85)
"Voon, Tarso",Africa-N,Stratovolcano,20.92,17.28,3100,0.365122879517214,0.30159289474462,POINT(17.28 20.92)
Voyampolsky,Kamchatka,Shield volcanoes,58.37,160.62,1225,1.01874868438909,2.80334784455329,POINT(160.62 58.37)
Vsevidof,Aleutian Is,Stratovolcano,53.13,-168.69,2149,0.927293431584587,-2.94419591518923,POINT(-168.69 53.13)
Vulcano,Italy,Stratovolcanoes,38.4,14.96,500,0.670206432765822,0.261101256098352,POINT(14.96 38.4)
Vulsini,Italy,Caldera,42.6,11.93,800,0.743510261349584,0.208217779762923,POINT(11.93 42.6)
Vysoky,Kamchatka,Stratovolcano,55.07,160.77,2161,0.961152819073277,2.80596583843128,POINT(160.77 55.07)
Waesche,Antarctica,Shield volcano,-77.17,-126.88,3292,-1.34687058376402,-2.21447375493041,POINT(-126.88 -77.17)
Waiowa,New Guinea,Pyroclastic cone,-9.57,149.08,640,-0.167028009415857,2.60193684887315,POINT(149.08 -9.57)
Wallis Islands,SW Pacific,Shield volcano,-13.3,-176.17,143,-0.232128790515246,-3.07474654323841,POINT(-176.17 -13.3)
Wapi Lava Field,US-Idaho,Shield volcano,42.88,-113.22,1604,0.748397183255169,-1.97606177910798,POINT(-113.22 42.88)
Washiba-Kumonotaira,Honshu-Japan,Shield volcano,36.41,137.59,2924,0.635474380651135,2.401398517819,POINT(137.59 36.41)
"Washington, Mount",US-Oregon,Shield volcano,44.3,-121.8,2376,0.773180858633488,-2.12581102892909,POINT(-121.8 44.3)
"Watt, Morne",W Indies,Stratovolcanoes,15.31,-61.31,1224,0.267209908480332,-1.07006136439772,POINT(-61.31 15.31)
Wau-en-Namus,Africa-N,Caldera,25.05,17.55,547,0.437204977624579,0.306305283725005,POINT(17.55 25.05)
Wayang-Windu,Java,Lava dome,-7.21,107.63,2182,-0.125838239068791,1.8784978739215,POINT(107.63 -7.21)
Wells Gray-Clearwater,Canada,Cinder cones,52.33,-120.57,2015,0.913330797568633,-2.10434347912956,POINT(-120.57 52.33)
West Crater,US-Washington,Volcanic field,45.88,-122.08,1329,0.800757060814998,-2.13069795083468,POINT(-122.08 45.88)
West Eifel Volc Field,Germany,Maars,50.17,6.85,600,0.875631685725555,0.119555053761612,POINT(6.85 50.17)
Westdahl,Aleutian Is,Stratovolcano ?,54.52,-164.65,1654,0.951553508187308,-2.87368461340866,POINT(-164.65 54.52)
Whangarei,New Zealand,Cinder cones,-35.75,174.27,397,-0.623955207587973,3.04158528745052,POINT(174.27 -35.75)
White Island,New Zealand,Stratovolcanoes,-37.52,177.18,321,-0.654847535348273,3.09237436868355,POINT(177.18 -37.52)
Wilis,Java,Stratovolcano,-7.81,111.76,2563,-0.136310214580757,1.95057997202886,POINT(111.76 -7.81)
Wolf,Galápagos,Shield volcano,0.02,-91.35,1710,0,-1.59435827169682,POINT(-91.35 0.02)
Wrangell,Alaska-E,Shield volcano,62,-144.02,4317,1.08210413623648,-2.51362318872223,POINT(-144.02 62)
Wudalianchi,China-E,Volcanic field,48.72,126.12,597,0.850324411571637,2.20120925261525,POINT(126.12 48.72)
Wurlali,Banda Sea,Stratovolcano,-7.13,128.68,868,-0.124441975667196,2.2458896814663,POINT(128.68 -7.13)
Yake-dake,Honshu-Japan,Stratovolcano,36.22,137.59,2455,0.632158255072346,2.401398517819,POINT(137.59 36.22)
Yali,Greece,Lava domes,36.67,27.14,180,0.640012236706321,0.473682358991261,POINT(27.14 36.67)
Yangudi,Ethiopia,Complex volcano,10.58,41.04,1383,0.184655834861,0.716283125018473,POINT(41.04 10.58)
Yantarni,Alaska Peninsula,Stratovolcano,57.02,-157.19,1345,0.995186739487167,-2.74348305120989,POINT(-157.19 57.02)
Yanteles,Chile-S,Stratovolcanoes,-43.5,-72.8,2042,-0.759218224617533,-1.27059969545187,POINT(-72.8 -43.5)
"Yar, Jabal",Arabia-W,Volcanic field,17.05,42.83,305,0.297578637465033,0.747524518629171,POINT(42.83 17.05)
Yasur,Vanuatu-SW Pacific,Stratovolcano,-19.53,169.44,361,-0.340862802914493,2.95728588457919,POINT(169.44 -19.53)
Yate,Chile-S,Stratovolcano,-41.76,-72.4,2187,-0.728849495632832,-1.2636183784439,POINT(-72.4 -41.76)
"Yeguada, La",Panamá,Stratovolcano,8.47,-80.82,1297,0.14782938764392,-1.41057510146182,POINT(-80.82 8.47)
Yelia,New Guinea,Stratovolcano,-7.05,145.86,3384,-0.1230457122656,2.54573724695893,POINT(145.86 -7.05)
Yellowstone,US-Wyoming,Calderas,44.43,-110.67,2805,0.775449786661081,-1.93155588318212,POINT(-110.67 44.43)
Yersey,Lesser Sunda Is,Submarine volcano ?,-7.53,123.95,-3800,-0.131423292675173,2.16333560784697,POINT(123.95 -7.53)
"Yojoa, Lake",Honduras,Volcanic field,14.98,-87.98,1090,0.261450321948751,-1.53554067590461,POINT(-87.98 14.98)
Yokoate-jima,Ryukyu Is,Stratovolcanoes,28.8,129,495,0.502654824574367,2.25147473507268,POINT(129 28.8)
Yotei,Hokkaido-Japan,Stratovolcano,42.83,140.82,1898,0.747524518629171,2.45777265265842,POINT(140.82 42.83)
Young Island,Antarctica,Stratovolcano,-66.42,162.47,1340,-1.15924768917463,2.83563643571519,POINT(162.47 -66.42)
Yucamane,Perú,Stratovolcanoes,-17.18,-70.2,5550,-0.299847565492626,-1.22522113490002,POINT(-70.2 -17.18)
Yunaska,Aleutian Is,Shield volcano,52.64,-170.63,550,0.918741318249815,-2.97805530267792,POINT(-170.63 52.64)
"Zacate Grande, Isla",Honduras,Stratovolcano,13.33,-87.63,640,0.232652389290844,-1.52943202352263,POINT(-87.63 13.33)
Zao,Honshu-Japan,Complex volcano,38.14,140.44,1841,0.665668576710637,2.45114040150084,POINT(140.44 38.14)
Zaozerny,Kamchatka,Shield volcanoes,56.88,159.95,1349,0.992743278534375,2.79165413856493,POINT(159.95 56.88)
Zapatera,Nicaragua,Shield volcano,11.73,-85.82,629,0.204727121258935,-1.49784156406153,POINT(-85.82 11.73)
Zavaritsky,Kamchatka,Cinder cones,53.91,158.39,1567,0.940906999750143,2.76442700223382,POINT(158.39 53.91)
Zavaritzki Caldera,Kuril Is,Caldera,46.93,151.95,624,0.819083017960939,2.65202779840538,POINT(151.95 46.93)
Zavodovski,Antarctica,Stratovolcano,-56.3,-27.57,551,-0.982620368872807,-0.481187274774837,POINT(-27.57 -56.3)
Zealandia Bank,Mariana Is-C Pacific,Stratovolcano,16.88,145.85,0,0.294611577736643,2.54556271403373,POINT(145.85 16.88)
Zengyu,Taiwan-N of,Submarine volcano,26.18,122.46,-418,0.456927198172116,2.13733020199226,POINT(122.46 26.18)
Zheltovsky,Kamchatka,Stratovolcano,51.57,157.32,1953,0.900066295253476,2.74575197923748,POINT(157.32 51.57)
Zhupanovsky,Kamchatka,Compound volcano,53.59,159.15,2958,0.935321946143761,2.77769150454897,POINT(159.15 53.59)
Zimina,Kamchatka,Stratovolcanoes,55.86,160.6,3081,0.974940920164032,2.80299877870289,POINT(160.6 55.86)
Zitácuaro-Valle de Bravo,México,Caldera,19.4,-100.25,3500,0.3385938748869,-1.74969257512432,POINT(-100.25 19.4)
"Zubair, Jebel",Red Sea,Shield volcano,15.05,42.18,191,0.262672052425147,0.736179878491208,POINT(42.18 15.05)
Zukur,Red Sea,Shield volcano,14.02,42.75,624,0.244695161129605,0.746128255227576,POINT(42.75 14.02)
Zuni-Bandera,US-New Mexico,Volcanic field,34.8,-108,2550,0.607374579694026,-1.88495559215388,POINT(-108 34.8)
